listing_id,price_sold,suburb,property_type,bedrooms,bathrooms,parking,land_size_m2,building_size_m2,is_strata,latitude,longitude,dist_cbd_km,dist_transport_km,sold_by_auction,sale_year,description
150720844,842500,Chatswood,Apartment,1,1,0,,,1,-33.79597,151.18832,8.327,0.718,0,2026,"Sun-Drenched Sophistication in a Premier Urban Hub Experience the pinnacle of cosmopolitan living at Chatswood Place. This oversized one-bedroom sanctuary offers a rare combination of architectural elegance and a prized due-north orientation, ensuring the interiors are washed in natural light throughout the day. Designed for those who appreciate a ""walk-to-everything"" lifestyle, this residence trades the burden of a car for the ultimate in neighborhood connectivity. The heart of the home is a gallery-style living area where organic timber and stone textures meet floor-to-ceiling glass. This space expands into a private, all-weather wintergarden, creating an seamless indoor-outdoor transition that functions as a secondary lounge or sunlit home office. Why You'll Love It Optimal Aspect: Capturing a brilliant Northern light that keeps the apartment bright and energy-efficient year-round. Refined Interiors: A chef-ready kitchen featuring Caesarstone surfaces, sleek gas cooking, and integrated Miele appliances. Designer Comfort: A spacious bedroom retreat with custom cabinetry, climate-controlled ducted air conditioning, and a luxury-tiled bathroom. Executive Efficiency: Includes a separate internal laundry and high-security intercom access. The ""Chatswood Place"" Lifestyle Life here is defined by convenience and leisure. Within seconds, you are immersed in Chatswood's premier retail and dining scene: Retail Therapy: 100m to the high-end boutiques of Chatswood Chase; a short stroll to Westfield. The Commute: Minutes from the Rail and Metro interchange, providing a rapid link to the CBD and Macquarie Park. Rooftop Bliss: Exclusive resident access to a spectacular rooftop pool, professional-grade gym, and lush garden pavilions. Disclaimer : All information contained herein is gathered from sources we believe reliable. We have no reason to doubt its accuracy, however we cannot guarantee it. All interested parties should make and rely upon their own enquiries."
150495736,1443000,Chatswood,Apartment,2,2,2,,117,1,-33.793774,151.1902,8.527,0.945,1,2026,"Privately positioned at the peaceful rear of the boutique 'Malandrin Court' complex, this light-filled first-floor apartment offers leafy outlooks, excellent privacy and a quiet setting away from the street. Set within a tightly held block of just six residences, it enjoys the rare benefit of no common walls and a tranquil secure position within the building. Delivering walk-to-everything convenience, it is moments from Chatswood Chase, Westfield Chatswood, Beauchamp Park, cafés, restaurants and Chatswood's major transport hub. An ideal opportunity for first home buyers, downsizers or investors seeking lifestyle, privacy and convenience in the heart of Chatswood. - Boutique secure block of tightly held six apartments - Quiet and secure first floor rear position with leafy outlooks - No common walls for enhanced privacy and natural light on all sides - Sun-bathed open plan living and dining flow to north facing covered balcony - Stylish gas kitchen with stone benchtops and stainless-steel appliances - Double bedrooms both include built-in robes and carpet. Master with sleek ensuite - All bathrooms with windows, main with bathtub, internal laundry - Air conditioning, quality floorboards, plantation shutters, gas bayonet for heating - Secure tandem parking spaces plus storage cage, security building with intercom - Within sought after Roseville Public, Willoughby Girls High & Killara High School catchment - Walk-to-Everything Convenience of Chatswood Chase & Westfield Chatswood & Chatswood Station - Moments to Beauchamp Park, cafés and restaurants - Ideal for first home buyers, investors or downsizers Disclaimer: the information provided is for general informational purposes only and is not intended as legal, financial, or real estate advice. While every effort is made to ensure the accuracy of the information, we make no guarantees regarding its completeness or accuracy. Prospective parties are encouraged to conduct their own independent investigations. We are not responsible for any liabilities that arise from use of information provided."
150442792,1120000,Chatswood,Unit,2,1,1,,131,1,-33.799614,151.18439,8.03,0.477,1,2026,"Generous Proportions & Exceptional Convenience in Secure Complex Positioned in a quality Mirvac development, this well-located apartment offers effortless living with lift access to the second floor and an unbeatable address just moments from the heart of Chatswood. Enjoy the ultimate convenience with Chatswood Interchange, shopping, dining and the CBD all only metres from your door. Features include: - Secure Mirvac-built complex with lift access to the 2nd floor - Formal entryway with storage - Large L-shaped living and dining room flowing to all three balconies - Large glass sliders opening to the main balcony with leafy aspect - Galley kitchen with electric cooktop, stainless steel oven and dishwasher - Main bedroom with built-in robes and its own balcony - Well-maintained original bathroom with separate bath and shower - Good-sized second bedroom with built-in robes and balcony access - Single lock-up garage in the basement - Low-maintenance living in a highly sought-after setting - Exceptionally convenient location just metres to Chatswood Interchange - Easy stroll to Chatswood CBD, shopping precincts, restaurants and cafes Approximate Outgoings: Strata: $1163pq Water: $170pq Council: $400pq Approximate Sizes: Apartment including balconies 110sqm + lock up garage 21sqm = Total 131sqm on title Disclaimer: All information contained herein is gathered from third party sources we deem to be reliable, however we cannot guarantee its accuracy and interested persons should rely on their own enquiries. Images used may be previous versions and are not necessarily current representations. Figures and details are subject to change."
149358888,889000,Chatswood,Unit,2,1,1,,118.2,1,-33.804905,151.1778,7.677,0.948,0,2026,"Case Study: 120+ groups inspected | 26 contracts issued 3 under bidders Considering selling? Contact David Hill 0411 491 122 or Ruby Johnson 0432 869 227 today. Low-Maintenance Investment in Ultra-Convenient Setting Positioned in an ultra-convenient yet peaceful pocket, this spacious two-bedroom apartment presents an outstanding opportunity for investors seeking a well-located, low-maintenance asset. With strong tenant appeal thanks to its leafy outlook, generous proportions and proximity to major transport, shopping and dining, the property offers excellent long-term investment potential. Currently offering an estimated rental return of approximately $750 per week, the apartment is ideally positioned to attract quality tenants thanks to its proximity to Chatswood's major transport hub, shopping precincts, restaurants and business district. Features include: - Combined living/dining area leading to leafy balcony, enjoys afternoon sun - Generous main bedroom with built-in robe - Modern kitchen with ample storage, bench space, and dishwasher - Well maintained bathroom with separate bath and shower - Internal laundry off kitchen - Secure building with intercom access - Single lock-up garage in secure area, plenty of visitor parking - Close proximity to Chatswood's shopping and business precincts, Chatswood station and local schools. Approximate Outgoings: Strata: $1,194pq Water: $175pq Council: $417pq Approximate Sizes: Unit including balcony 101.9sqm + 16.3sqm lock up garage = 118.2sqm on title INVESTORS NOTE: Approx. $750/ week Disclaimer: All information contained herein is gathered from third party sources we deem to be reliable, however we cannot guarantee its accuracy and interested persons should rely on their own enquiries. Images used may be previous versions and are not necessarily current representations. Figures and details are subject to change."
150204808,4168000,Chatswood,House,5,3,2,665,400,0,-33.803814,151.17592,7.856,0.902,0,2026,"Architect-designed and custom built, this immaculately renovated double-brick residence presents a refined statement of space, quality and versatility across three expansive levels. Showcasing almost 400sqm of internal living space, the home has been designed to deliver exceptional comfort, privacy and flexibility, ideal for discerning families and multi-generational living. Optional self-contained accommodation with independent access offers a seamless solution for guests, extended family or executive use. An elevated rear setting captures serene, rainforest-like outlooks, creating a lush and private natural backdrop rarely found so close to the heart of Chatswood. Peacefully positioned yet superbly connected, the residence is within a short stroll of Chatswood CBD, train and metro services, and some of the area's most highly regarded schools. - Freshly painted throughout, grand formal living and dining domains, complemented by multiple casual lounge areas for relaxed family living - Granite island kitchen equipped with European appliances and a walk-in pantry - Fully renovated lower-level guest retreat with brand-new kitchen, two bedrooms, a full bathroom and open-plan living/dining - ideal for extended family, guests or a sophisticated home office setup - Generously proportioned bedrooms; the parents' wing features a spa ensuite, walk-in robe and an oversized home office, nursery or dressing room - Recently installed double-glazed windows througout, premium floorboards and ducted air conditioning - North-facing front garden courtyard, perfect for entertaining and summer alfresco dining - Expansive rear deck overlooking lush, landscaped gardens, electric awnings - Double carport with EV-charging, solar panels and abundant storage - Peacefully positioned in a leafy street, within a short stroll of Chatswood train and metro station, shopping centres and leading schools Disclaimer: the information provided is for general informational purposes only and is not intended as legal, financial, or real estate advice. While every effort is made to ensure the accuracy of the information, we make no guarantees regarding its completeness or accuracy. Prospective parties are encouraged to conduct their own independent investigations. We are not responsible for any liabilities that arise from use of information provided."
150421388,3180000,Chatswood,House,3,2,2,778,777.73,0,-33.79506,151.17285,8.864,0.739,1,2026,"Beautifully preserved and recently updated, this immaculate single-level Californian bungalow delivers a move-in-ready haven and potential to create a substantial family home (STCA) within a stroll of schools and the Chatswood CBD. With rich dark timber detailing, window seats and leadlights echoing the charm of its glory days, ‘Milne’ features formal living and dining rooms, a modernised kitchen and bathrooms, and a large family room opening to an entertainers’ deck at the rear. Placed on approx. 777.73 sqm with gently-sloping rear lawn and a pool framed by landscaped gardens, its quiet leafy setting is footsteps to buses, a short stroll to parks, Chatswood Public School and Chatswood High School, and a nine minute walk to Chatswood’s transport interchange and world-class shopping precinct. * Elegant façade with a covered timber-posted balcony decked with tessellated tiling * High ceilings, dark timber flooring, skirting boards, door frames and gallery rails * Wide entrance hall, grand living room with leadlight windows and timber window seat * Formal dining room with a fireplace, extensive family room open to the rear deck * Modernised Bosch fitted kitchen with a cooktop, wall oven and s/steel dishwasher * Extra-large bedrooms, the main has built-ins, a window seat and opens to the verandah * Stylish modern bathrooms, air-con in the main bedroom and family room, gas outlets * Giant basement storeroom, underhouse storage and a garden equipment storeroom * Deep, private, gently sloping rear lawn with a tropical billabong-style in-ground pool * Steps to Chatswood Interchange/Macquarie Park buses, 620m to Greville St Reserve * 650m to Chatswood High School and 750m to Chatswood Public School * 900m to Chatswood Interchange - the gateway to cafes, restaurants and shopping * The rear deck with leafy views and a retractable awning sliding over a pergola * Off-street parking for two or more cars with handy driveway access to the rear garden Council: $2,030pa approx. Water: $829pa approx."
150009900,1800000,Chatswood,Apartment,3,2,1,,222,1,-33.8033,151.1782,7.829,0.767,0,2026,"Enjoying a ground floor setting in a boutique collection of twelve, this light-filled apartment showcases oversized proportions and seamless flow to wraparound gardens and sublime alfresco entertaining. A stroll to schools, the Metro and Chatswood CBD. - Private corner setting basks in sun washed north-west aspect - Spacious house-inspired floorplan spanning 222 sqm on-title - Marble foyer entry, high ceilings, timber and carpeted floors - Relaxed open plan living and dining spills to the outdoors - Covered entertainers' terrace, level lawn, manicured gardens - Stone kitchen with gas cooking and stainless steel appliances - Large main bedroom with ensuite, two additional bedrooms opening to garden - Air conditioning, internal laundry, garage, smart garden irrigation - Steps to Sutherland Park, walk to Chatswood/Artarmon stations - Located within the catchment area of Chatswood Public School"
150275748,1435000,Chatswood,Apartment,2,2,1,,96,1,-33.795303,151.18188,8.556,0.195,1,2026,"Set in the vibrant heart of Chatswood, this sun-filled apartment within the prestigious Regency complex offers an exceptional blend of space, comfort and lifestyle convenience. Excellent transport links, schools and parklands are all just moments away. It is perfect for downsizers, a young family looking for more space or an executive couple wanting an easy care home. This resort inspired sanctuary is set in Chatswood's heart, with 24h concierge, security video intercom, and outdoor swimming pool. Footsteps from Westfield and Chatswood Chase shopping centres, trendy eateries, schools and local parks, while only 270 metres to the Chatswood Train/Metro Station. Apartment Features: - Generous two-bedroom layout with a separate, dedicated study - Large dedicated study/home office - Both bedrooms feature built-in wardrobes; master bedroom with ensuite including bathtub - Two stylish, contemporary bathrooms - Spacious open-plan living and dining area with air conditioning - Modern kitchen equipped with quality appliances and ample storage - Large balcony with an open outlook, internal laundry and air conditioning - Secure intercom entry and secure car space - Hotel-style security with full concierge services and access to an outdoor swimming pool Prime Location: - Approx. 3-minute walk to Chatswood Metro and Train Station - Easy stroll to Chatswood Interchange, Westfield and Chatswood Chase - Bus services at your doorstep on Help Street and Anderson Street - Close to St Pius X College and Our Lady of Dolours Primary School - Zoned for Chatswood Public School and Chatswood High School"
150191916,1515000,Chatswood,Apartment,2,2,2,,143,1,-33.7979,151.17969,8.345,0.158,0,2026,"*** SOLD! SOLD! SOLD! *** An exhibition of refined living atop one of Chatswood's tallest buildings, this outstanding residence portrays premium comfort and entertaining. The split-level floorplan opens to an entry hallway refreshed with plush carpet, filtering to the two generously sized bedrooms with own balcony. The upper level of this residence is exclusively designed for relaxation, whether hosting friends for a dinner party, or making space for some quiet time over the weekend. Discerning investors and professionals will know how rare it is for a residence of this calibre to come to market, presenting select upgrades and constructed with quality engineering in 'The Bentleigh' – a sought-after Chatswood tower that offers onsite management and resort-style amenities in a location of incredible convenience. The rail and Metro services provide effortless city access, while locals also appreciate the vast selection of restaurants, shopping centres and leisure activities all close by. * High above the bustle, distant views over the greenery of the Upper North Shore * Granite kitchen benchtops, appliances include Miele oven, rangehood, dishwasher * Will attract buyers who appreciate serenity & privacy, a north aspect, central locale * Deluxe bedrooms with mirrored built-in robes & balcony access, master has ensuite * Two quality baths with stylish shower recesses, main has a spa bath, powder room * Both levels full brick & ducted AC, new carpet downstairs, parquet floor upstairs * Granite + marble building lobby, secure lift access, tandem garage, visitor spots * 'The Bentleigh' – Indoor heated pool, spa, sauna, gym, BBQ area, meeting room * Close proximity to Westfield, Chatswood Chase + range of cafes & restaurants * Easy train + Metro links to CBD / Barangaroo, UTS, UNSW & Macquarie Universities Approximate Outgoings Strata levies: $3,624.19pq Council rates: $432pq Water rates: $214.14pq Approximate Measurements Apartment (including balcony): 110 sqm Parking: 33 sqm Total: 143 sqm Strata Plan Registered: 2000 Disclaimer: The above information has been furnished to us by a third party. Shead Real Estate Pty Ltd have not verified whether or not the information is accurate and have no belief one way or another in its accuracy. We do not accept any responsibility to any person for its accuracy and do no more than pass it on. All interested parties should make and rely upon their own enquiries in order to determine whether or not this information is in fact accurate. Figures may be subject to change without notice."
150470584,1020000,Chatswood,Apartment,2,1,1,,101,1,-33.799522,151.18022,8.158,0.316,0,2026,"Generous proportions meet unbeatable convenience in this expansive full-brick apartment in the heart of Chatswood. Set in a classic boutique building, it boasts sun-filled living, leafy balconies, and the ultimate urban lifestyle at your doorstep. Bright, light interiors feature high ceilings, timber floors and an elevated outlook. Just steps from Westfield, local cafes, dining, and 500m to rail and Metro, it is perfect for savvy investors or owner occupiers seeking easy-care living with scope make their own. + Spectacular downtown Chatswood location literally close to everything + Extraordinary living space: 101sqm plus a car space (15sqm) + Full brick and concrete slab security building with intercom and lift access + Massive living and dining area, flowing to balcony with tranquil treetop outlook + Modern kitchen with new appliances and ample pantry space + Two generous bedrooms both with built-in wardrobes and large windows + Bathroom with a bathtub and a shower + Spacious internal laundry room + L-shape balcony with 3 aspects – North, East and South + Secure car park with visitor parking spots + A short walk to Chatswood Chase, Westfield Shopping Mall, vibrant dining precincts, and Chatswood Railway and Metro stations + Within Chatswood Public School, and Chatswood High School catchments Immediately enjoyable as a rental unit or an attainable home to live in, this supremely well-positioned two-bedroom unit is set to tick all the boxes on any buyer's wish list. Whether you are starting out, sizing down or investing, this apartment represents an easy urban home or a handy addition to your property portfolio. Contact: Claire 0434 972 960 Felix 0430 230 916"
150130156,2530000,Chatswood,House,3,2,2,443,,0,-33.7958,151.16856,8.947,1.117,1,2026,"Discover an effortlessly stylish semi-detached home that marries classic charm with contemporary comforts. Meticulously updated, this property features single-level living on a flat 443sqm block, seamless indoor–outdoor flow, and a quiet yet highly convenient Chatswood pocket. Step inside to renovated interiors with design focused on capturing abundant northerly light, while the centrepiece living zone blends to expansive outdoor entertaining deck offering leafy outlooks. Peacefully nestled on a tree-lined street, only footsteps to a café, buses to Chatswood CBD or Macquarie Park, the picturesque Lowana Park or Greville Reserve, and it is within walking distance of schools and Chatswood shopping centres. - Rare easy-care opportunity to suit a young family or downsizer - Light-filled open plan living/dining room, decorative fireplace - North facing sun-drenched deck and level lawns, lush surrounds - Modern gas kitchen with stone benchtops and quality appliances - Generous-sized bedrooms, master with walk-in robes and ensuite - High ceilings, floorboards, ducted air conditioning, rainwater tank - Level parcel of 443sqm land, with potential to extend upwards (STCA) - Single lock-up garage and carport, plus off-street parking - Walk to buses, café and Lowanna Park. Easy access to Chatswood shopping centres Disclaimer: the information provided is for general informational purposes only and is not intended as legal, financial, or real estate advice. While every effort is made to ensure the accuracy of the information, we make no guarantees regarding its completeness or accuracy. Prospective parties are encouraged to conduct their own independent investigations. We are not responsible for any liabilities that arise from use of information provided."
150371316,990000,Chatswood,Apartment,1,1,1,,,1,-33.795303,151.18188,8.556,0.195,0,2026,"*** SOLD! SOLD! SOLD! *** Recently renewed with an array of thoughtful inclusions, this superb apartment promises superior comfort and functionality. New joinery maximises every space to offer additional seating, shelving and storage, compared to a typical one-bedroom offering in this acclaimed complex. Features include air-conditioned comfort, a quality kitchen, a flexible study retreat and a generously scaled balcony that can be accessed from the living area and the master bedroom. Complete with level lift access and spectacular resort-style facilities, you can embrace the convenience of CBD living in style, offering quick access to the adjacent Lemon Grove Shopping Centre, while placed only metres from the transport exchange and surrounding cafes and restaurants. * Naturally bright living space has custom joinery to define the media zone * Floor-to-ceiling glazing with a sliding door to the spacious balcony retreat * Brand-new kitchen, quality Robam cooktop & rangehood, Miele oven * Study retreat has a built-in wardrobe, a bedding platform & a study desk * Contemporary bathroom features a large Corian basin & a rain shower * Master bedroom has a walk-in robe, bedding platforms have extra drawers * Internal laundry, ducted air conditioning, engineered timber floorboards * Resort-style living with concierge, gym, pools with tropical landscape * Set only 300m from Chatswood's transport exchange – buses, rail, Metro Disclaimer: The above information has been furnished to us by a third party. Shead Real Estate Pty Ltd have not verified whether or not the information is accurate and have no belief one way or another in its accuracy. We do not accept any responsibility to any person for its accuracy and do no more than pass it on. All interested parties should make and rely upon their own enquiries in order to determine whether or not this information is in fact accurate. Figures may be subject to change without notice."
150208648,4288000,Chatswood,House,5,3,2,575.4,,0,-33.803158,151.17374,8.004,0.958,1,2026,"Breathtaking in every detail, this light-filled two-storey home showcases exemplary comfort and convenience for a family lifestyle of the highest standard. Set in award-winning professionally landscaped gardens, the home shows a meticulous transformation, with expansive updates and additions creating inspired style with all modern conveniences. Two spacious living areas and a showstopper kitchen are matched by the tranquillity of outdoor entertaining. Oversized bedrooms and designer-chic bathrooms easily accommodate multiple generations with the master suite, guest suite, and a study or fifth bed downstairs. Upstairs bedrooms link to the vast second living area. The picturesque cul-de-sac setting offers easy access to Chatswood retail, rail, Metro, buses and premier schools. A rare find, ready to enjoy. - Two generous living areas, second living upstairs ideal as a family retreat - Spacious, open living and dining flows to the beautiful garden via bi-folds - Enjoy the gas flame fireplace in winter and the ""hidden"" bar anytime - Masterpiece kitchen, stone benchtops, butler's pantry - Smeg gas cooktop, two ovens, ducted rangehood, Asko dishwasher - Entertainer's deck merges with the garden, with built-in barbecue - Four or five bedrooms as desired, fifth bed currently a large home office - Master and guest rooms with ensuites, heated floor to master ensuite - Walk-in robe to master, modern built-in robes to other bedrooms - Stunning family bathroom, spa bath, shower, additional powder room - High ceilings and period features - Lock up garage, auto door, internal access, zoned air con, solar/battery - Gas hot water, plenty of storage, rainwater tank, fire pit, shed - Chatswood Public School and Chatswood High School catchments Disclaimer: Whilst every effort has been made to ensure the accuracy and thoroughness of the information provided to you in our marketing material, we cannot guarantee the accuracy of the information provided by our Vendors, and as such, Chan Yahl makes no statement, representation or warranty, and assumes no legal liability in relation to the accuracy of the information provided. Interested parties should conduct their own due diligence in relation to each property they are considering purchasing. Please be advised that the photographs, maps, images, or virtual styling representations included in this real estate listing are intended for illustrative purposes only and may not accurately depict the current condition or appearance of the property."
150204556,3290000,Chatswood,House,3,2,2,875,,0,-33.803867,151.1713,8.028,1.172,1,2026,"Blending timeless Federation beauty with modern ease of living, this captivating family home welcomes with a wonderful atmosphere of light and space. Framed by established gardens on a prime north east to rear parcel, its quiet leafy setting is just minutes from the Chatswood CBD. - Garden frontage, classic facade with wide wraparound verandah - Refreshed to move right in, new paint, newly sanded floorboards - Soaring ornate ceilings, leadlight windows, decorative fireplaces - Two expansive sun washed living areas opening to the outdoors - Wide deck and secluded sandstone terrace to relax or entertain - Stone/gas kitchen features stainless appliances, walk-in pantry - King bedrooms and vast modern bathroom set under tall ceilings - Driveway parking, abundant storage/workshop options in garden - Walk to vibrant lifestyle amenities at newly reopened Newgreens - 1.7km to Chatswood's retail/transport hub and Lane Cove Village"
150356880,2950000,Chatswood,House,5,3,2,822,,0,-33.795174,151.16304,9.235,1.631,1,2026,"Embracing a north aspect on 822sqm, this beautiful and spacious full brick home pairs contemporary style with relaxed family living amid enchanting storybook gardens. Regarded schools, city-bound trains and shopping centres are all within walking distance. - Beautifully renewed by an extensive 2022 interior renovation - Crisp interiors, laminate timber floors and soaring ceilings - Relaxed living and dining, alfresco deck with serene outlook - Skylight stone kitchen, induction cooking, quality appliances - Main retreat enjoys ensuite access and opens to garden deck - Generous bedrooms with built-ins plus private guest ensuite - Study, laundry, luxury bathrooms, rolling lawns, lush gardens - Under-house workshop and vast storage, 13.2 kW solar panels - Air conditioning, attic storage in home/carport, bike storage - Chatswood Station, High and Public Schools within 1.5km walk"
150277980,2600000,Chatswood,Apartment,3,3,2,,181,1,-33.795303,151.18188,8.556,0.195,1,2026,"Impressively sized and beautifully presented, this indulgent penthouse with generous181sqm on title is set in the iconic 'Regency' tower, delivering a lifestyle of ultimate convenience. It features a perfect floorplan with two living zones, two outdoor spaces, sun-filled aspect, and spectacular sweeping vistas spanning from North Head and the ocean, the Sydney Harbour Bridge and the Sydney Tower. It is ideal for downsizers, a young family looking for more space or an executive couple wanting an easy care home. This resort inspired sanctuary is set in Chatswood's heart, with 24h concierge, security video intercom, and outdoor swimming pool. Footsteps from Westfield and Chatswood Chase shopping centres, trendy eateries, schools and local parks, while only 270 metres to the Chatswood train/metro station. - Set at the corner position, sun-filled aspect, expansive layout - Sweeping lounge and dining rooms plus family/TV room - Stunning alfresco balcony with exceptional views, effortless indoor/outdoor flow - Open plan gas kitchen with stone benchtops and European appliances - Generous bedrooms all with views and built-in robes, master with sleek ensuite - Three elegant bathrooms finished with marble, internal laundry with storage - Lift access to secure side-by-side parking. Ducted air conditioning. Video intercom - Resort-style facilities with an outdoor swimming pool and a 24-hour concierge - Doorsteps to Chatswood train/metro station and bus interchange - Close to Westfield, The Concourse and Chatswood Chase shopping centre - Highly sought-after Chatswood High and Public Schools catchment area - Footsteps to St Pius X College, Mercy College and Our Lady of Dolours Primary School Disclaimer: the information provided is for general informational purposes only and is not intended as legal, financial, or real estate advice. While every effort is made to ensure the accuracy of the information, we make no guarantees regarding its completeness or accuracy. Prospective parties are encouraged to conduct their own independent investigations. We are not responsible for any liabilities that arise from use of information provided."
150279252,2425000,Chatswood,House,4,2,2,,,0,-33.80402,151.17494,7.871,0.967,0,2026,"Quietly positioned opposite leafy Ferndale Park, this beautifully refreshed home showcases light-filled interiors, north-east rear gardens and effortless family living. Enjoy a highly convenient setting close to schools, transport and just minutes from Chatswood's shopping, dining and entertainment precinct. - Peaceful parkfront setting directly opposite leafy Ferndale Park - Four bedrooms all enjoy leafy outlooks including master suite - Spacious double aspect living room with bay window outlook - Light filled dining opens to north east garden and lawns area - Modern open plan kitchen with gas cooking and dishwasher here - North-east rear gardens with excellent sunlight and easy care - Stylish bathrooms with bath and shower plus separate toilet - Split system air conditioning and excellent internal storage - Two lock up garages plus driveway parking for multiple cars - Chatswood schools buses parks and village all within easy reach"
149957888,1290000,Chatswood,Apartment,1,1,1,,88,1,-33.795013,151.18062,8.622,0.188,0,2026,"Positioned on the sub-penthouse level of Mirvac's highly acclaimed ERA building, this oversized one-bedroom apartment delivers the perfect blend of luxury, convenience, and refined modern living. Sitting high above Chatswood, it enjoys an exceptional sense of privacy, abundant natural light, and sweeping district views. Designed with Mirvac's signature craftsmanship, the apartment features a highly efficient floor plan with generous internal proportions, premium finishes, and seamless indoor–outdoor flow. Rare at this level and size, it offers an elevated lifestyle ideal for professionals, downsizers, or investors seeking a blue-chip property in the heart of Chatswood. Property Features: - Sub-penthouse position with expansive district outlooks - Oversized one-bedroom layout with built-in wardrobe - Bright and spacious open-plan living/dining designed for flexible furniture arrangement - Stone island kitchen with Miele appliances, gas cooking, and ample storage - Two balconies – main entertainer's balcony plus secondary balcony off the bedroom for ventilation - Stylish bathroom with floor-to-ceiling tiling and premium fittings - Dedicated internal laundry with dryer - Secure car space and separate storage cage - Ducted air conditioning, security building, lift access - Access to premium resident-only facilities including heated pool, gym, sauna, spa, lounge areas and landscaped gardens Location Benefits: - Only metres to Chatswood Interchange, trains, metro, buses - Short walk to Westfield, Chatswood Chase, dining precincts & everyday conveniences - Close proximity to top local schools and childcare services - Set within a well-managed Mirvac community known for quality and longevity"
148892760,980000,Chatswood,Unit,1,1,1,,68,1,-33.794903,151.1819,8.598,0.233,0,2026,"www.rwayrealtychatswood Ideally located in one of Chatswood's most desirable developments, this contemporary east facing one-bedroom plus study apartment in 'The Chatswood' by TOGA showcases a seamless fusion of modern design, premium finishes, and unbeatable urban convenience. Thoughtfully crafted for both comfort and style, it boasts expansive open-plan living, a generous alfresco balcony, and high-quality inclusions throughout-offering a tranquil haven just steps from world-class amenities. - Light-filled open plan living and dining with timber flooring - Gourmet stone-topped kitchen with timber veneer cabinetry and externally ducted rangehood - Versatile study/home office ideal for remote work or extra space - Spacious bedroom with built-in robes and direct access to the balcony - Oversized contemporary bathroom, internal laundry, ducted reverse-cycle air conditioning - Communal rooftop with BBQ area and sweeping district views - Approx. 1 min walk to Westfield, local shops, cafes and restaurants - Approx. 3 mins walk to train, metro station and bus interchange - Chatswood Public & Chatswood High School catchment"
150047376,1850000,Chatswood,Unit,2,2,1,,108,1,-33.79597,151.18832,8.327,0.718,0,2026,"www.rwayrealtychatswood.com Delivering a luxury, village-like lifestyle within 'Chatswood Place', this two-bedroom apartment combines cutting-edge design and high-end quality. Open plan living is enjoyed at its finest, boasting a versatile floorplan that incorporates the luxury gourmet kitchen with dining and living spaces spilling out to the large entertainer's area/wintergarden. Two spacious, light-filled bedrooms with built-in robes, both benefit from a sunny north-east courtyard. Complete with security parking and storage, the acclaimed complex boasts a rooftop swimming pool, barbeque area, a well-equipped gymnasium just 1 minute walk to Chatswood Chase and moments to other urban conveniences including Westfield, station, bus services and a world-class selection of cafes and restaurants. - Generous living room, dining rests by the kitchen - Luxury stone wrapped gas kitchen with Miele appliances - Dishwasher, ducted a/c, chic bathrooms/laundry - Large entertainer's area/wintergarden, with additional courtyard off bedrooms - Spacious bedrooms enjoying a wall of robes - Single security car space plus a storage cage on title - Facilities include rooftop pool, gym, cafes and shops rest at its feet - Aldi Supermarket and restaurants directly below - Developed by Australia's Platino Property group - Approx. 1 minute walk to Chatswood Chase shopping and dining - Approx. 9 mins walk to Chatswood Interchange - Within the Chatswood Public, Chatswood High and Willoughby Girls High School catchment zones"
149532856,4025000,Chatswood,House,4,4,2,714,,0,-33.79723,151.16261,9.052,1.663,1,2026,"Cherished by one family for over four decades, this versatile double brick family home enjoys lush mature manicured gardens amongst a large in ground saltwater pool perfect for effortless entertaining with friends and family. Set on a generous corner parcel, the home exudes an effortless blend of timeless elegance and enduring quality. Inside, cosy living spaces are warmed by two Jetmaster fireplaces, and anchored by a sweeping helical staircase, creating the central showpiece of the home. Upstairs the master retreat opens to balcony views of the tranquil garden and pool, a guest suite downstairs is ideal for extended family. A semi self-contained studio offers options for a home-based business, rumpus, or additional accommodation. Buses are in the street for rapid access to Chatswood Metro, rail and bus interchange, and world class retail.  Primarily double brick offering timeless elegance and lasting quality  Exquisite gardens offer complete privacy on a prominent 714sqm corner block  Multiple living and dining spaces with two fireplaces, gas and wood burning  Granite kitchen equipped with premium Miele appliances and ample storage  Upstairs bedrooms include the master with walk-in robe, ensuite, balcony  Four large bedrooms, guest bedroom opening poolside with adjacent bathroom  Four beautifully appointed bathrooms, heated towel rails, ensuite  Studio: separate entry, bathroom, wet bar, ideal office, rumpus, bedroom  Beautiful poolside entertaining easily caters for a few or a crowd  Saltwater swimming pool framed by mature palms and paved patio  Double lock-up garage with internal access, generous wine cellar  Ducted reverse air-con, ducted gas heating, alarm, cameras, irrigation  Bus to Chatswood Metro and interchange for rapid access to the City  Chatswood High School, Lindfield Learning Village, Macquarie Uni nearby Council Rates: $461 approx. per quarter Water Rates: $285 approx. per quarter"
